0 0
30 0
60 0
90 1
120 1
150 1
180 1
210 1
240 1
270 1
300 1
330 1
360 1
390 0
420 0
450 0
480 0
510 0
540 0
570 0
600 0
630 0
660 0
690 0
720 0
750 0
780 0
810 0
840 0
870 0
900 0
930 0
960 0
990 1
1020 1
1050 1
1080 1
1110 1
1140 1
1170 1
1200 1
1230 1
1260 1
1290 0
1320 0
1350 0
1380 0
1410 0
1440 0
1470 0
1500 0
1530 0
1560 0
1590 0
1620 0
1650 0
1680 0
1710 0
1740 0
1770 0
1800 0
1830 0
1860 0
1890 0
1920 0
1950 0
1980 0
2010 0
2040 0
2070 0
2100 0
2130 0
2160 0
2190 2
2220 2
2250 2
2280 2
2310 2
2340 2
2370 2
2400 2
2430 2
2460 2
2490 0
2520 0
2550 0
2580 0
2610 0
2640 0
2670 0
2700 0
2730 0
2760 0
2790 0
2820 0
2850 0
2880 0
2910 0
2940 0
2970 0
3000 0
3030 0
3060 0
3090 0
3120 2
3150 2
