0 2
30 2
60 2
90 1
120 1
150 1
180 1
210 1
240 1
270 1
300 1
330 1
360 1
390 1
420 1
450 1
480 1
510 1
540 1
570 1
600 1
630 1
660 1
690 1
720 1
750 1
780 1
810 1
840 1
870 1
900 1
930 1
960 1
990 1
1020 1
1050 1
1080 1
1110 1
1140 1
1170 1
1200 1
1230 1
1260 1
1290 1
1320 1
1350 1
1380 1
1410 1
1440 1
1470 1
1500 1
1530 1
1560 1
1590 1
1620 1
1650 1
1680 1
1710 1
1740 1
1770 1
1800 1
1830 1
1860 1
1890 1
1920 1
1950 1
1980 1
2010 1
2040 1
2070 1
2100 1
2130 1
2160 1
2190 1
2220 1
2250 1
2280 1
2310 1
2340 1
2370 1
2400 1
2430 1
2460 1
2490 1
2520 1
2550 1
2580 1
2610 1
2640 1
2670 1
2700 1
2730 1
2760 1
2790 1
2820 1
2850 1
2880 1
2910 1
2940 1
2970 1
3000 1
3030 1
3060 1
3090 1
3120 1
3150 1
