###############################################################
# Settings:
# de.lmu.ifi.dbs.elki.workflow.InputStep
# -db StaticArrayDatabase
# 
# de.lmu.ifi.dbs.elki.database.StaticArrayDatabase
# -dbc FileBasedDatabaseConnection
# 
# de.lmu.ifi.dbs.elki.datasource.FileBasedDatabaseConnection
# -dbc.in /Users/BOX/Desktop/OS/proj/z/Analysis/cluster/hd/COP.csv
# -dbc.parser DoubleVectorLabelParser
# 
# de.lmu.ifi.dbs.elki.datasource.parser.DoubleVectorLabelParser
# -parser.colsep \s+
# -parser.quote "
# -parser.labelIndices [unset]
# 
# de.lmu.ifi.dbs.elki.datasource.FileBasedDatabaseConnection
# -dbc.filter [unset]
# 
# de.lmu.ifi.dbs.elki.database.StaticArrayDatabase
# -db.index [unset]
# 
# de.lmu.ifi.dbs.elki.workflow.AlgorithmStep
# -algorithm clustering.EM
# 
# de.lmu.ifi.dbs.elki.algorithm.clustering.EM
# -em.k 3
# -em.delta 0.0
# -em.seed [unset]
# 
# de.lmu.ifi.dbs.elki.workflow.EvaluationStep
# -evaluator [unset]
###############################################################
# Cluster: Cluster 1
# Serialization class: de.lmu.ifi.dbs.elki.data.model.EMModel
# Cluster Mean: 0.4020898755214845 0.3163876241620588
# Mean: 0.4020898755214845 0.3163876241620588
# Covariance Matrix: [
#  [ 0.00002952, 0.00000230 ]
#  [ 0.00000230, 0.00000169 ]
# ]
ID=1 0.4081407534057691 0.3155737704918033 t01_SEC_0
ID=274 0.40261701056869653 0.31570639305445936 t03_SEC_1830
ID=3 0.4026253378192047 0.3176726299949841 t01_SEC_60
ID=279 0.40261701056869653 0.3169419900115252 t03_SEC_1980
ID=4 0.4026253378192047 0.3145445395067942 t01_SEC_90
ID=278 0.40261701056869653 0.3169419900115252 t03_SEC_1950
ID=6 0.39710992223264024 0.3134523291249456 t01_SEC_150
ID=7 0.39710992223264024 0.3134523291249456 t01_SEC_180
ID=276 0.40261701056869653 0.3157249893972951 t03_SEC_1890
ID=283 0.40261701056869653 0.31581092094539526 t03_SEC_2100
ID=8 0.39710992223264024 0.3178058336961254 t01_SEC_210
ID=281 0.40261701056869653 0.31702001188825046 t03_SEC_2040
ID=10 0.4026227999539859 0.31683350169896224 t01_SEC_270
ID=280 0.40261701056869653 0.31702001188825046 t03_SEC_2010
ID=16 0.391119291383872 0.3145392235106333 t01_SEC_450
ID=259 0.40890790135883237 0.31702001188825046 t03_SEC_1380
ID=20 0.40262003485367465 0.3180016591390912 t01_SEC_570
ID=263 0.40261701056869653 0.31574415155719276 t03_SEC_1500
ID=260 0.40890790135883237 0.3157249893972951 t03_SEC_1410
ID=261 0.40261701056869653 0.3157249893972951 t03_SEC_1440
ID=266 0.40261701056869653 0.3169803959816639 t03_SEC_1590
ID=267 0.40261701056869653 0.3169419900115252 t03_SEC_1620
ID=27 0.4146385433567694 0.3190437674126 t01_SEC_780
ID=26 0.4146385433567694 0.319095591922323 t01_SEC_750
ID=28 0.4146385433567694 0.3180016591390912 t01_SEC_810
ID=31 0.4026227999539859 0.3167994207096307 t01_SEC_900
ID=34 0.4026227999539859 0.31455019322369016 t01_SEC_990
ID=304 0.4091174751607247 0.3170608958228485 t03_SEC_2730
ID=307 0.4026073619631902 0.3169047393813263 t03_SEC_2820
ID=32 0.4026227999539859 0.3167804399232588 t01_SEC_930
ID=33 0.4026227999539859 0.31455019322369016 t01_SEC_960
ID=38 0.396871045668929 0.315637192582526 t01_SEC_1110
ID=308 0.4026073619631902 0.3145392235106333 t03_SEC_2850
ID=39 0.40261407398762983 0.315637192582526 t01_SEC_1140
ID=313 0.40899795501022496 0.3169419900115252 t03_SEC_3000
ID=42 0.396779087408099 0.3145489987595251 t01_SEC_1230
ID=312 0.40899795501022496 0.3169419900115252 t03_SEC_2970
ID=43 0.396779087408099 0.31455019322369016 t01_SEC_1260
ID=315 0.4026073619631902 0.31702001188825046 t03_SEC_3060
ID=40 0.40261407398762983 0.31674805331925565 t01_SEC_1170
ID=314 0.4026073619631902 0.31702001188825046 t03_SEC_3030
ID=46 0.3909441008285681 0.3169047393813263 t01_SEC_1350
ID=316 0.4026073619631902 0.3171031096563011 t03_SEC_3090
ID=44 0.396779087408099 0.3180016591390912 t01_SEC_1290
ID=51 0.4088206144697721 0.3169419900115252 t01_SEC_1500
ID=291 0.38982617586912066 0.3145426844252224 t03_SEC_2340
ID=292 0.38982617586912066 0.3157842798638181 t03_SEC_2370
ID=293 0.3962167689161554 0.317146719351149 t03_SEC_2400
ID=294 0.3962167689161554 0.3171031096563011 t03_SEC_2430
ID=295 0.3962167689161554 0.31702001188825046 t03_SEC_2460
ID=296 0.3962167689161554 0.31702001188825046 t03_SEC_2490
ID=59 0.4026108704935033 0.3145403421817662 t01_SEC_1740
ID=57 0.40262636273538155 0.3169419900115252 t01_SEC_1680
ID=56 0.40262636273538155 0.3145414952818776 t01_SEC_1650
ID=62 0.4026108704935033 0.31683350169896224 t01_SEC_1830
ID=60 0.4026108704935033 0.3169419900115252 t01_SEC_1770
ID=68 0.4026108704935033 0.3145426844252224 t01_SEC_2010
ID=69 0.40262636273538155 0.3169803959816639 t01_SEC_2040
ID=70 0.40262636273538155 0.3157842798638181 t01_SEC_2070
ID=71 0.40262636273538155 0.3169803959816639 t01_SEC_2100
ID=66 0.4026108704935033 0.3157842798638181 t01_SEC_1950
ID=67 0.4026108704935033 0.3182218740820523 t01_SEC_1980
ID=72 0.40262636273538155 0.3145426844252224 t01_SEC_2130
ID=90 0.4026108704935033 0.31453708346628984 t01_SEC_2670
