###############################################################################
## t01Loads
###############################################################################
62.0 69.0 65.0 t01_SEC_0
62.0 69.0 65.0 t01_SEC_30
63.0 69.0 67.0 t01_SEC_60
63.0 69.0 66.0 t01_SEC_90
62.0 69.0 66.0 t01_SEC_120
62.0 69.0 67.0 t01_SEC_150
62.0 68.0 66.0 t01_SEC_180
62.0 68.0 66.0 t01_SEC_210
63.0 68.0 65.0 t01_SEC_240
63.0 68.0 66.0 t01_SEC_270
64.0 69.0 66.0 t01_SEC_300
64.0 69.0 67.0 t01_SEC_330
65.0 69.0 67.0 t01_SEC_360
65.0 69.0 70.0 t01_SEC_390
64.0 68.0 68.0 t01_SEC_420
63.0 68.0 69.0 t01_SEC_450
63.0 68.0 69.0 t01_SEC_480
63.0 68.0 68.0 t01_SEC_510
###############################################################################
## t02Loads
###############################################################################
63.0 68.0 68.0 t02_SEC_0
64.0 69.0 69.0 t02_SEC_30
64.0 69.0 69.0 t02_SEC_60
63.0 69.0 70.0 t02_SEC_90
63.0 69.0 69.0 t02_SEC_120
63.0 68.0 67.0 t02_SEC_150
63.0 68.0 68.0 t02_SEC_180
63.0 69.0 67.0 t02_SEC_210
63.0 69.0 65.0 t02_SEC_240
64.0 69.0 65.0 t02_SEC_270
64.0 69.0 66.0 t02_SEC_300
64.0 68.0 67.0 t02_SEC_330
64.0 68.0 67.0 t02_SEC_360
63.0 69.0 67.0 t02_SEC_390
63.0 69.0 67.0 t02_SEC_420
63.0 65.0 67.0 t02_SEC_450
63.0 65.0 67.0 t02_SEC_480
64.0 65.0 69.0 t02_SEC_510
###############################################################################
## t03Loads
###############################################################################
63.0 66.0 71.0 t03_SEC_0
63.0 65.0 71.0 t03_SEC_30
63.0 65.0 70.0 t03_SEC_60
64.0 67.0 67.0 t03_SEC_90
64.0 67.0 68.0 t03_SEC_120
64.0 67.0 68.0 t03_SEC_150
64.0 67.0 68.0 t03_SEC_180
64.0 66.0 69.0 t03_SEC_210
64.0 66.0 68.0 t03_SEC_240
63.0 66.0 68.0 t03_SEC_270
63.0 66.0 68.0 t03_SEC_300
63.0 65.0 67.0 t03_SEC_330
63.0 65.0 68.0 t03_SEC_360
64.0 66.0 67.0 t03_SEC_390
64.0 66.0 67.0 t03_SEC_420
64.0 67.0 68.0 t03_SEC_450
63.0 67.0 68.0 t03_SEC_480
63.0 67.0 66.0 t03_SEC_510
